"","country","year","ciri","cow","polity","unctry","unreg","unsubreg","human_rights_score","physint_sum","repression_sum","civpol_sum","workerrights_practices_sum","workerrights_laws_sum","disap","kill","polpris","tort","bbatrocity","bbatrocity_intensity","assn","formov","dommov","speech","elecsd","rel_free","wecon","wopol","wosoc_p","union_p","barg_p","hour_p","force_p","child_p","wage_p","safe_p","trafficking_p","injud","ngo_freedom","trial_p","wosoc_l","union_l","barg_l","hour_l","force_l","child_l","wage_l","safe_l","trafficking_l","trial_l","avg_kill3","avg_disap3","avg_polpris3","avg_tort3","avg_bbatrocity_intensity3","avg_speech3","avg_rel_free3","avg_dommov3","avg_formov3","avg_assn3","avg_elecsd3","avg_wopol3","avg_wosoc_l3","avg_wosoc_p3","avg_wecon3","avg_union_l3","avg_union_p3","avg_barg_l3","avg_barg_p3","avg_force_l3","avg_force_p3","avg_child_l3","avg_child_p3","avg_wage_l3","avg_wage_p3","avg_safe_l3","avg_safe_p3","avg_hour_l3","avg_hour_p3","avg_trafficking_l3","avg_trafficking_p3","avg_trial_l3","avg_trial_p3","avg_injud3","wopol_two","wecon_two","wosoc_two","trial_two","atrocity_hrscore","hrscore","hrscorex2"
"7212","Croatia",2019,230,344,344,191,150,39,82,7,16,6,10,12,2,2,2,1,0,NA,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,2,2,1,1,3,3,2,1,1,2,2,2,2,2,3,2,2,2,1.66666666666667,NA,1.66666666666667,1.66666666666667,2,2,2,2,2,3,3,1,1.66666666666667,1.66666666666667,1,1,2,1,2,1.66666666666667,2,1.66666666666667,2,2,1.66666666666667,1.66666666666667,2,1.33333333333333,3,3,1.33333333333333,1,NA,2,2,2,40,80
"7213","Poland",2019,518,290,290,616,150,151,70,7,14,5,7,12,2,2,2,1,0,NA,2,2,2,1,2,2,2,2,3,1,0,0,2,2,1,1,1,1,2,2,3,1,1,2,2,2,2,2,2,3,2,2,2,1.33333333333333,NA,1,2,2,2,1.66666666666667,2,2,3,3,1.33333333333333,1.66666666666667,1,1,0.333333333333333,2,1.33333333333333,2,1.33333333333333,1.66666666666667,0.666666666666667,1.66666666666667,0.333333333333333,2,0.666666666666667,2,1,2.66666666666667,2.33333333333333,NA,1,1,2,1,2,36,72
"7214","Papua New Guinea",2019,506,910,910,598,9,54,46,5,10,4,2,8,2,1,2,0,0,NA,2,2,2,1,0,1,0,1,1,1,0,0,0,0,1,0,0,2,2,1,2,1,1,1,1,0,2,2,1,2,1,2,2,0.666666666666667,NA,0.666666666666667,1.33333333333333,2,2,1.66666666666667,0,0.333333333333333,2,1.33333333333333,0.333333333333333,1.33333333333333,1,1,0.666666666666667,1.66666666666667,0,1,0,1.66666666666667,0.333333333333333,1.33333333333333,0,1,0,1.66666666666667,0.333333333333333,2.66666666666667,1.66666666666667,2,NA,NA,NA,NA,2,21,42
"7215","Rwanda",2019,533,517,517,646,2,14,42,4,6,2,4,8,1,1,1,1,0,NA,1,0,2,0,0,1,2,3,2,0,0,0,2,1,0,1,2,1,0,0,3,1,1,1,2,2,0,1,2,3,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,NA,0.333333333333333,1,2,1,1,0.333333333333333,3,3,2,1.33333333333333,1,0.333333333333333,0.333333333333333,0,1.66666666666667,2,1.66666666666667,0.333333333333333,0.333333333333333,0,1,0.333333333333333,1,0,1.33333333333333,0.666666666666667,3,0.333333333333333,1,2,1,1,NA,2,21,42
"7216","Cambodia",2019,188,811,811,116,142,35,30,4,5,1,1,3,2,2,0,0,0,NA,0,2,2,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,1,0,1.33333333333333,1.66666666666667,0.333333333333333,0.666666666666667,NA,0.333333333333333,0.666666666666667,2,1.66666666666667,0.333333333333333,0.333333333333333,2,3,1.66666666666667,1.33333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,2,0.666666666666667,0.666666666666667,0,1,0,0.666666666666667,0,0.666666666666667,0,1.66666666666667,0,1.66666666666667,0,0,1,NA,NA,NA,2,13,26
"7217","Bahamas",2019,134,31,31,44,419,29,72,7,11,4,11,12,2,2,2,1,0,NA,2,2,2,2,1,0,2,1,2,1,2,2,2,2,2,0,0,2,3,0,2,1,2,2,2,2,2,1,2,1,2,2,2,1.33333333333333,NA,2,0.333333333333333,2,2,2,1.66666666666667,1.66666666666667,2,2,2,1,1,1.33333333333333,1,2,1.33333333333333,1.33333333333333,1.66666666666667,2,1.33333333333333,0.666666666666667,0.333333333333333,1,1,2,0.666666666666667,1.66666666666667,0.666666666666667,1.66666666666667,NA,1,1,NA,2,36,72
"7218","Lebanon",2019,392,660,660,422,142,145,40,6,11,4,1,4,2,2,2,0,0,NA,2,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,2,1,2,1.66666666666667,1.66666666666667,1.66666666666667,0.333333333333333,NA,1,1,1.33333333333333,2,1.33333333333333,1,1.33333333333333,0.333333333333333,0,0.666666666666667,1,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,1.33333333333333,0,0.666666666666667,0.333333333333333,1,0,0.333333333333333,0.333333333333333,1.66666666666667,0,2.66666666666667,0.666666666666667,0.666666666666667,1,NA,NA,NA,2,20,40
"7219","Ukraine",2019,653,369,369,804,150,151,42,3,7,4,3,7,1,1,1,0,0,NA,2,2,0,1,1,1,1,2,2,0,0,0,1,1,1,0,2,0,1,0,3,1,0,1,1,1,1,2,2,3,1,1,1,0.333333333333333,NA,1,1,0.666666666666667,2,1.33333333333333,1.66666666666667,2,3,2.66666666666667,1.33333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,1.33333333333333,1,1,0.666666666666667,1.66666666666667,1,2,0,1.66666666666667,1,2,1,3,0.333333333333333,NA,1,NA,1,NA,2,20,40
"7220","Estonia",2019,275,366,366,233,150,154,88,7,16,6,11,13,2,2,2,1,0,NA,2,2,2,2,2,2,2,2,3,1,2,1,2,2,2,1,2,2,3,3,3,2,2,1,2,2,2,2,1,2,2,2,2,1,NA,2,2,2,2,2,2,2,3,3,1.66666666666667,2,1.66666666666667,1.66666666666667,1.66666666666667,2,2,1.33333333333333,1.66666666666667,2,2,2,1.33333333333333,1,1.33333333333333,1.33333333333333,1.33333333333333,2.66666666666667,3,2,1,1,2,2,2,45,90
"7221","Dominica",2019,251,54,54,212,419,29,70,7,13,5,8,12,2,2,1,2,0,NA,2,2,2,2,1,1,1,2,2,2,1,0,2,2,1,0,1,2,2,1,3,2,1,1,2,2,2,2,1,1,2,2,1.66666666666667,2,NA,2,1.66666666666667,2,2,1.66666666666667,1,2,2.66666666666667,2,1,2,2,1,1.66666666666667,1.33333333333333,2,1.33333333333333,1.66666666666667,1,0.333333333333333,2,0.333333333333333,1.33333333333333,0.333333333333333,1.66666666666667,1.66666666666667,2,1.33333333333333,1.66666666666667,1,NA,1,NA,2,34,68
"7222","Bolivia",2019,161,145,145,68,419,5,46,6,10,4,4,9,2,2,1,1,0,NA,1,2,0,1,0,2,1,3,1,1,1,1,0,0,1,0,0,0,1,0,3,1,2,1,0,1,2,2,1,2,1.66666666666667,2,1.33333333333333,0.333333333333333,NA,1,1.66666666666667,1.33333333333333,1.33333333333333,1,1,3,3,1.66666666666667,1,1.33333333333333,1,1.66666666666667,1,1,0,0.666666666666667,0,2,0.333333333333333,1.33333333333333,0,1,0.666666666666667,1.33333333333333,0.333333333333333,2.66666666666667,0.666666666666667,0.333333333333333,2,NA,NA,NA,2,21,42
"7223","Mexico",2019,443,70,70,484,419,13,48,4,7,3,3,10,1,1,2,0,0,NA,1,2,1,0,1,2,1,3,1,0,0,0,0,2,1,0,2,1,2,0,3,1,1,1,2,2,1,2,2,3,0.666666666666667,0.666666666666667,1.66666666666667,0.333333333333333,NA,0,0.666666666666667,1.33333333333333,2,0.666666666666667,1.66666666666667,3,2.66666666666667,1.66666666666667,1,1,0,1,0,2,0.333333333333333,2,1,0.666666666666667,0.333333333333333,2,0.333333333333333,1,0.333333333333333,2,0.666666666666667,3,0.666666666666667,0.666666666666667,2,NA,NA,NA,2,23,46
"7224","Burundi",2019,185,516,516,108,2,14,10,0,1,1,1,4,0,0,0,0,1,3,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,2,2,1,0,0,0,0,3,0,1,0.666666666666667,0.666666666666667,0,0,3,2,1,1.33333333333333,0.666666666666667,0,0.666666666666667,0,1.33333333333333,0,1,0,1,0.333333333333333,1.66666666666667,0,1,0,1.66666666666667,0,1,0,0,2,NA,NA,NA,0,4,8
"7225","Romania",2019,527,360,360,642,150,151,54,6,9,3,5,9,2,1,2,1,0,NA,1,2,1,1,2,1,2,2,1,1,1,1,0,0,1,1,1,1,2,0,3,1,1,2,1,1,2,1,1,3,1.66666666666667,2,2,1,NA,0.666666666666667,0.666666666666667,1.66666666666667,2,0.666666666666667,1.66666666666667,2,3,0.666666666666667,1.33333333333333,1,1,1,0.666666666666667,1.33333333333333,0,1.66666666666667,0,1.66666666666667,1,1.33333333333333,0.333333333333333,1.66666666666667,0.333333333333333,1.66666666666667,1,3,1,1.33333333333333,1,1,NA,NA,2,27,54
"7226","Greece",2019,305,350,350,300,150,39,64,7,10,3,8,11,2,2,2,1,0,NA,1,2,1,1,2,1,3,2,3,2,1,0,2,1,1,1,0,1,2,0,3,2,1,1,2,1,2,2,1,2,2,2,2,1.33333333333333,NA,1.33333333333333,0.666666666666667,1.66666666666667,2,1,2,2,3,2.66666666666667,2,1.66666666666667,1.33333333333333,1.33333333333333,1,1.66666666666667,1.33333333333333,1.33333333333333,0.666666666666667,1.66666666666667,0.666666666666667,2,1,1.66666666666667,0.333333333333333,1.66666666666667,0.333333333333333,2,0.666666666666667,1,1,2,2,NA,2,33,66
"7227","Netherlands",2019,476,210,210,528,150,155,90,7,15,5,11,12,2,2,2,1,0,NA,2,2,2,2,2,1,3,3,3,2,1,1,1,2,2,2,2,2,3,3,3,2,1,1,2,2,2,2,2,3,2,2,2,1.66666666666667,NA,1.66666666666667,1,2,2,2,2,3,3,3,2,2,2,1.33333333333333,1.33333333333333,2,1.33333333333333,2,2,1.66666666666667,1.66666666666667,2,2,1,1.66666666666667,2,1.66666666666667,3,3,2,2,2,2,2,2,46,92
"7228","Uruguay",2019,665,165,165,858,419,5,80,8,15,6,8,13,2,2,2,2,0,NA,2,2,2,2,2,2,2,2,2,2,1,0,2,1,2,0,2,2,3,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,1.66666666666667,2,2,2,1.66666666666667,2,2,2.66666666666667,1.66666666666667,2,2,2,1.66666666666667,1.66666666666667,2,2,1.33333333333333,0.666666666666667,1.66666666666667,1.33333333333333,2,1,1,0.666666666666667,2,1.33333333333333,2.66666666666667,2,1.66666666666667,1,1,1,NA,2,40,80
"7229","Equatorial Guinea",2019,269,411,411,226,2,17,26,3,5,2,1,8,1,2,0,0,0,NA,0,2,1,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,2,1,1,1.33333333333333,1.33333333333333,0.333333333333333,0,NA,0,1.33333333333333,0.666666666666667,2,0,0,2,2,1.66666666666667,0.333333333333333,0.666666666666667,0,0,0,1.66666666666667,0.333333333333333,1.66666666666667,0,1.33333333333333,0.666666666666667,1.66666666666667,0.333333333333333,1,0.333333333333333,1.66666666666667,0,0.666666666666667,0,0,1,NA,1,NA,2,13,26
"7230","Belarus",2019,146,370,370,112,150,151,26,4,4,0,4,6,2,2,0,0,0,NA,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0,1,0,0,0,0,3,0,0,1,0,2,2,1,1,1,2,2,0.333333333333333,0.666666666666667,NA,0,0.333333333333333,1,1,0,0,2.33333333333333,3,2.33333333333333,1.33333333333333,0.666666666666667,0,0.666666666666667,0,1,0,2,2,1.33333333333333,0,0.333333333333333,0.333333333333333,1.33333333333333,0.333333333333333,0.666666666666667,0.333333333333333,1.33333333333333,0,0,NA,NA,1,NA,2,12,24
"7231","Uganda",2019,650,500,500,800,2,14,32,2,2,0,5,8,1,1,0,0,0,NA,0,2,2,0,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,1.33333333333333,0,0,NA,0,0.333333333333333,2,2,0,0,2.66666666666667,0,0,1,1.33333333333333,0.333333333333333,1.66666666666667,0.333333333333333,1.33333333333333,0.666666666666667,1,0,0.333333333333333,0,1.66666666666667,0.333333333333333,1,0.333333333333333,1.66666666666667,0,2.66666666666667,0.666666666666667,NA,2,NA,NA,NA,2,15,30
"7232","Brunei",2019,173,835,835,96,142,35,40,8,10,1,2,5,2,2,2,2,0,NA,1,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,2,1,1,2,2,2,2,NA,0,0.333333333333333,2,1,0.333333333333333,0.333333333333333,1.33333333333333,1,1,0.666666666666667,1,0.666666666666667,0,0,1.66666666666667,0.333333333333333,1,1.33333333333333,0,0,1.33333333333333,0.333333333333333,0.666666666666667,0.666666666666667,1.66666666666667,0,1,0.666666666666667,0.666666666666667,NA,NA,NA,NA,2,18,36
"7233","Djibouti",2019,248,522,522,262,2,14,32,5,5,0,2,8,2,1,1,1,0,NA,0,2,1,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,2,1,1,1,1,3,1,2,1,1,NA,0,1,1.33333333333333,1.33333333333333,0.333333333333333,0.333333333333333,2,1.66666666666667,1,0.666666666666667,1,0,1,0,2,1,0.666666666666667,0,0.666666666666667,0.333333333333333,0.666666666666667,0,1.66666666666667,0,1.33333333333333,0.333333333333333,2.33333333333333,0,0.333333333333333,1,NA,NA,NA,2,14,28
"7234","Fiji",2019,281,950,950,242,9,54,62,7,13,4,6,9,2,2,2,1,0,NA,1,2,2,1,2,2,1,2,1,1,0,0,2,1,1,1,0,1,1,2,3,1,1,0,2,2,1,2,2,2,1.66666666666667,2,2,1,NA,1,1.66666666666667,1.33333333333333,1.33333333333333,1.33333333333333,2,2,3,1.66666666666667,1.33333333333333,1,1.66666666666667,1,1.33333333333333,2,1.66666666666667,1.33333333333333,1.33333333333333,1,0.666666666666667,1.66666666666667,0.666666666666667,0.333333333333333,0,1.66666666666667,0,2.66666666666667,1,1,1,NA,NA,1,2,29,58
"7235","Iran",2019,341,630,630,364,142,62,2,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0.333333333333333,0,0,2.66666666666667,0,0,0,0.333333333333333,0,0,1,0,0,0,0.333333333333333,0,0.333333333333333,0,1.33333333333333,0,0.666666666666667,0,0.666666666666667,0.333333333333333,1,0,0.666666666666667,0,1,0,0.666666666666667,0,0,NA,NA,NA,NA,0,1,2
"7236","Trinidad and Tobago",2019,635,52,52,780,419,29,84,7,16,6,10,12,2,2,2,1,0,NA,2,2,2,2,2,2,2,3,3,2,1,0,2,2,2,1,0,2,3,3,3,2,1,1,2,2,2,2,2,3,2,2,2,1,NA,2,2,2,2,2,1.33333333333333,3,3,3,1.66666666666667,1.66666666666667,2,1,1,2,1.66666666666667,1.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,2,1.66666666666667,1,0.333333333333333,2,0.333333333333333,3,2.33333333333333,1.33333333333333,2,1,2,2,2,43,86
"7237","Chile",2019,206,155,155,152,419,5,66,5,13,6,5,11,2,1,2,0,0,NA,2,2,2,2,2,2,1,2,2,0,0,1,2,0,1,1,1,2,3,2,2,1,1,2,2,1,2,2,1,2,1.66666666666667,2,1.66666666666667,0.666666666666667,NA,2,2,2,2,2,1.66666666666667,2,2,2,1,1,0.666666666666667,0.666666666666667,0.333333333333333,2,1.33333333333333,1.33333333333333,0.666666666666667,1.33333333333333,1,2,0.666666666666667,1,1,1.33333333333333,1,2.66666666666667,2.66666666666667,2,1,NA,1,1,2,33,66
"7238","Montenegro",2019,458,341,347,499,150,39,64,6,12,4,9,13,2,2,2,0,0,NA,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,0,1,2,2,3,2,1,2,2,2,2,2,2,3,2,2,2,0.666666666666667,NA,0.666666666666667,1,2,2,1,1.33333333333333,2,2.66666666666667,2,1,2,1.33333333333333,1,0.666666666666667,2,1.33333333333333,1.66666666666667,1,1.33333333333333,0.333333333333333,2,1.33333333333333,1.66666666666667,1,2,0.333333333333333,3,1.33333333333333,0.666666666666667,1,NA,1,1,2,32,64
"7239","Canada",2019,194,20,20,124,21,21,96,8,16,5,13,14,2,2,2,2,0,NA,2,2,2,2,2,1,3,3,3,2,2,2,2,2,1,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,NA,2,1.66666666666667,2,2,2,2,3,3,2.66666666666667,2.66666666666667,2,2,1.66666666666667,2,2,1,2,1.66666666666667,1.33333333333333,1.33333333333333,2,2,1.66666666666667,1.66666666666667,2,2,3,3,2,2,2,2,2,2,49,98
"7240","Oman",2019,494,698,698,512,142,145,48,6,8,2,6,9,2,2,1,1,0,NA,1,1,2,0,0,1,2,2,1,1,0,1,0,1,1,2,1,0,2,0,1,1,1,1,1,2,1,2,1,0,2,2,1,1,NA,0.333333333333333,0.666666666666667,2,0.666666666666667,0.666666666666667,0.333333333333333,1.66666666666667,1,0.666666666666667,1,1,1,1,0.666666666666667,1.33333333333333,0,1.66666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1.66666666666667,1,0.666666666666667,0.333333333333333,1.33333333333333,1,1,0.666666666666667,0.333333333333333,1,1,NA,NA,2,24,48
"7241","Vanuatu",2019,671,935,935,548,9,54,70,7,16,6,6,11,2,2,2,1,0,NA,2,2,2,2,1,2,0,1,0,1,1,0,2,0,1,1,2,2,3,3,2,1,1,2,2,1,2,2,2,2,2,2,2,1.66666666666667,NA,2,2,2,2,2,1.66666666666667,0.666666666666667,2,1,0.333333333333333,1,1,1,1,2,2,1,0.333333333333333,1.33333333333333,0.333333333333333,1.66666666666667,0.666666666666667,1.33333333333333,0.666666666666667,2,2,2.66666666666667,3,2,NA,NA,NA,2,2,35,70
"7242","Gambia, The",2019,293,420,420,270,2,11,NA,8,NA,NA,1,5,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,NA,2,1,1,0,0,1,0,1,1,2,1,3,1.66666666666667,2,1.66666666666667,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,1,NA,0.666666666666667,0,0.666666666666667,0.333333333333333,1,0.333333333333333,1.33333333333333,0,1,0.333333333333333,1.66666666666667,0.333333333333333,1,0,1.66666666666667,0.333333333333333,2.33333333333333,0.333333333333333,NA,NA,NA,NA,NA,2,13,26
"7243","Liberia",2019,398,450,450,430,2,11,52,6,10,4,3,7,2,1,2,1,0,NA,2,2,2,1,1,1,1,2,1,1,1,0,0,0,1,0,0,1,3,0,1,1,1,2,0,0,2,1,1,1,1,2,2,1.33333333333333,NA,1,1,1.66666666666667,2,2,1.33333333333333,2,1.33333333333333,1,1,1,1,1,1,1,0.333333333333333,1,0,1.33333333333333,0.666666666666667,1,0,1.33333333333333,0,1,0,2,0.333333333333333,0.666666666666667,1,NA,NA,NA,2,25,50
"7244","Tuvalu",2019,647,947,947,798,9,61,74,8,16,5,7,9,2,2,2,2,0,NA,2,2,2,2,2,1,0,2,2,1,1,1,2,1,0,1,2,2,2,3,2,1,1,2,2,1,0,2,2,3,2,2,2,2,NA,1,1,2,2,1.66666666666667,2,1.66666666666667,2,2,0,1,1,0.666666666666667,1,1.66666666666667,2,1,0.333333333333333,0.333333333333333,0.333333333333333,1.66666666666667,1.33333333333333,1.33333333333333,0.666666666666667,2,2,3,3,2,1,NA,1,2,2,38,76
"7245","Kuwait",2019,380,690,690,414,142,145,38,4,6,2,2,6,2,2,0,0,0,NA,0,1,2,1,0,1,0,1,1,0,0,0,0,1,1,0,1,2,2,0,1,0,0,1,0,1,2,2,1,3,NA,NA,0.333333333333333,NA,NA,1,NA,NA,NA,NA,0.333333333333333,NA,0.333333333333333,0.333333333333333,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1.33333333333333,0.666666666666667,1.66666666666667,1,1.33333333333333,1,1.33333333333333,0.666666666666667,1,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,36
"7246","Azerbaijan",2019,131,373,373,31,142,145,26,3,3,0,2,7,2,1,0,0,0,NA,0,0,2,0,0,0,1,2,1,0,0,0,1,0,1,0,1,0,0,0,3,1,1,1,1,1,2,0,2,2,1,2,0,0.333333333333333,NA,0,0.333333333333333,1.66666666666667,0.666666666666667,0,0.333333333333333,2,3,1.66666666666667,0.666666666666667,1.33333333333333,0,1,0,1.33333333333333,0.333333333333333,1.33333333333333,0.333333333333333,1.33333333333333,0.666666666666667,0.333333333333333,0,1,0,2,0.666666666666667,2,0,0,1,NA,NA,NA,2,11,22
"7247","Israel",2019,350,666,666,376,142,145,48,3,9,3,6,10,2,0,1,0,1,1,1,1,1,1,1,1,3,2,1,1,1,1,0,2,1,0,0,2,1,3,3,2,1,1,1,2,2,1,2,3,0,2,0.666666666666667,0.333333333333333,NA,0.666666666666667,0.666666666666667,1,0.666666666666667,1,1.33333333333333,2,2.66666666666667,1.33333333333333,1.33333333333333,2,1,1.33333333333333,1.33333333333333,1.33333333333333,0.333333333333333,2,1.66666666666667,2,1.33333333333333,1,0,1,0.666666666666667,2,0.333333333333333,3,2.66666666666667,1.66666666666667,1,2,NA,2,0,23,46
"7248","Serbia",2019,560,342,342,688,150,39,60,6,10,3,7,10,2,2,2,0,0,NA,1,2,2,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,2,2,2,2,2,0.666666666666667,NA,0.666666666666667,1,2,2,1,1,3,3,1.33333333333333,1,1,1,1.33333333333333,1,2,1,1.33333333333333,0.666666666666667,1.66666666666667,1,1.33333333333333,0.666666666666667,2,0.666666666666667,2,1,2.66666666666667,1.33333333333333,0.666666666666667,2,NA,NA,NA,2,28,56
"7249","Kenya",2019,368,501,501,404,2,14,32,3,6,3,3,5,0,0,2,1,1,1,1,2,1,1,1,1,0,2,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,2,2,2,3,0,0.333333333333333,1.33333333333333,0.666666666666667,1,1,0.333333333333333,1.66666666666667,2,0.666666666666667,0.666666666666667,2,1.66666666666667,1,0.666666666666667,1.66666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,1.66666666666667,0.666666666666667,1.66666666666667,0.333333333333333,0.666666666666667,0.333333333333333,1.66666666666667,0,2.33333333333333,0.666666666666667,1,1,NA,NA,NA,0,16,32
"7250","Cuba",2019,233,40,40,192,419,29,24,4,4,0,1,3,1,2,0,1,0,NA,0,0,1,0,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1.66666666666667,1,0,1,NA,0,0,1,0.333333333333333,0,0,3,2,2,1.66666666666667,0,0,0,0,0,0.333333333333333,1.66666666666667,1.33333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,0.333333333333333,0.333333333333333,1,0.666666666666667,1.33333333333333,0,0,2,1,1,NA,2,12,24
"7251","Antigua and Barbuda",2019,116,58,58,28,419,29,72,8,14,4,6,10,2,2,2,2,0,NA,2,2,2,1,2,1,1,3,3,2,1,1,0,1,1,0,0,2,3,2,3,2,1,2,1,1,2,1,2,3,2,2,2,2,NA,1,1.33333333333333,2,2,2,2,2.33333333333333,3,3,1,1.66666666666667,1.33333333333333,1.33333333333333,1,1.66666666666667,1.33333333333333,1,1.66666666666667,2,1.66666666666667,0.333333333333333,0,1.33333333333333,0.666666666666667,1.66666666666667,0,2.66666666666667,2,2,2,NA,2,1,2,36,72
"7252","Mali",2019,428,432,432,466,2,11,40,3,7,4,3,10,1,1,0,1,0,NA,1,2,1,1,1,2,0,2,0,0,0,0,1,0,1,1,1,0,3,0,0,1,1,2,2,1,1,2,1,3,0.666666666666667,0.333333333333333,0,1,NA,1,2,1,2,0.333333333333333,1.66666666666667,2,0.333333333333333,0.333333333333333,0.666666666666667,1,0.333333333333333,1,0.333333333333333,2,0.333333333333333,1.33333333333333,0,1,0.333333333333333,1.66666666666667,0.333333333333333,1.33333333333333,0.333333333333333,1.66666666666667,0.333333333333333,2.66666666666667,0.333333333333333,0,1,NA,NA,NA,2,21,42
"7253","Belize",2019,152,80,80,84,419,13,62,6,13,6,4,8,2,1,2,1,0,NA,2,2,2,2,1,2,2,2,2,1,1,1,0,0,1,0,0,2,3,1,3,2,1,1,1,0,2,1,1,2,1.33333333333333,2,2,1,NA,2,2,2,2,2,1.33333333333333,2,3,2,1,2,1,1.66666666666667,1,1.66666666666667,0,0,0,2,1,0.666666666666667,0.333333333333333,1.33333333333333,1,1.33333333333333,0,2,1.33333333333333,2,1,1,1,NA,2,31,62
"7254","Italy",2019,353,325,325,380,150,39,82,8,14,5,10,13,2,2,2,2,0,NA,2,2,2,2,2,1,2,3,3,1,1,2,1,2,2,1,1,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,1.33333333333333,1,2,2,2,2,3,3,3,1.33333333333333,1.33333333333333,1.66666666666667,2,1.33333333333333,2,1,2,1.66666666666667,2,2,2,1.33333333333333,1.66666666666667,1.33333333333333,2,1,2.66666666666667,1.66666666666667,1,2,1,2,NA,2,41,82
"7255","Australia",2019,125,900,900,36,9,53,88,7,14,5,11,12,2,2,2,1,0,NA,2,2,2,2,2,1,3,3,3,2,1,1,2,1,2,2,2,2,3,2,3,2,1,2,2,1,2,2,2,2,1.66666666666667,2,2,1.33333333333333,NA,2,1.33333333333333,2,2,2,2,3,3,3,2.33333333333333,2,2,1.66666666666667,1.66666666666667,2,1.66666666666667,0.666666666666667,1.66666666666667,2,2,2,2,2,1.66666666666667,2,1.66666666666667,2.66666666666667,2.66666666666667,2,2,2,2,1,2,45,90
"7256","United States of America",2019,662,2,2,840,21,21,NA,3,NA,NA,NA,NA,2,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8
"7257","Samoa",2019,545,990,990,882,9,61,72,7,15,6,6,8,2,2,2,1,0,NA,2,2,1,2,1,2,2,2,3,1,1,0,1,0,1,2,2,2,3,2,3,1,1,2,1,0,1,2,2,2,2,2,2,1.66666666666667,NA,1.66666666666667,1.66666666666667,1.66666666666667,2,2,1,2,2.66666666666667,2.66666666666667,2.33333333333333,1.66666666666667,1.66666666666667,1,1.33333333333333,1.33333333333333,1.66666666666667,1,0.333333333333333,0.666666666666667,1,1.66666666666667,1.33333333333333,1.66666666666667,0.666666666666667,NA,NA,2.66666666666667,2.33333333333333,2,1,1,2,1,2,37,74
